SRR8245064	SRR8245065	SRR8245066	SRR8245067	SRR8245068	SRR8245069	SRR8245070	SRR8245071	SRR8245072	SRR8245073	SRR8245074	SRR8245075	SRR8245076	SRR8245077
ENSMUSG00000077425.3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115195.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022119.16	109	74	169	83	169	154	114	136	212	164	183	143	157	162
ENSMUSG00000091509.8	59	46	59	53	53	40	49	52	68	93	93	57	60	77
ENSMUSG00000115831.2	0	0	0	2	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000115247.2	2	3	7	0	3	4	1	2	4	1	2	2	1	0
ENSMUSG00000119509.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053253.17	122	90	150	103	104	401	156	232	163	97	161	196	86	142
ENSMUSG00000064715.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086260.2	2	0	1	1	2	9	1	3	8	11	1	1	5	1
ENSMUSG00000115548.2	0	0	0	2	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000022116.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115386.2	2	0	5	0	0	5	1	0	1	0	0	0	2	0
ENSMUSG00000115149.2	2	5	0	0	0	9	7	0	1	0	0	0	1	9
ENSMUSG00000110080.2	2	5	3	6	2	3	1	1	3	1	0	0	4	0
ENSMUSG00000098780.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060143.8	156	143	155	147	143	141	115	118	156	118	146	111	147	199
ENSMUSG00002074953.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115796.2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022114.6	151	101	166	129	209	114	175	30	284	227	234	246	298	320
ENSMUSG00000115800.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090538.3	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000022113.7	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ENSMUSG00000115501.2	0	0	0	0	0	0	0	4	0	0	0	0	1	0
ENSMUSG00000115754.2	2	0	3	0	0	2	0	3	0	2	0	0	4	0
ENSMUSG00000065193.4	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000115439.2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000099794.2	0	0	2	0	0	2	3	0	0	0	0	0	1	0
ENSMUSG00002076417.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115695.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115763.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091723.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000077224.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115510.2	3	0	0	1	4	5	0	0	3	0	0	0	0	2
ENSMUSG00000115741.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000115273.2	6	0	0	0	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000115661.2	0	0	2	1	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000115562.2	0	1	0	0	0	2	0	1	0	0	0	0	0	0
ENSMUSG00002076494.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089455.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058430.2	1	0	1	1	0	0	3	0	0	1	1	0	0	1
ENSMUSG00000075478.4	0	0	0	1	0	0	0	0	3	0	5	0	0	2
ENSMUSG00000115642.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115416.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089119.3	1	0	1	0	0	1	0	0	0	2	0	0	0	0
ENSMUSG00002076289.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075588.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076349.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000115336.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115606.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000119581.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084441.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045871.6	0	8	1	0	0	3	1	0	0	0	3	0	0	15
ENSMUSG00000115165.2	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000115349.2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075245.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115461.2	1	10	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115650.2	0	0	7	1	8	4	0	0	0	0	0	0	0	0
ENSMUSG00000115755.2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000115818.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033214.11	0	0	5	0	0	0	4	0	0	0	0	0	0	7
ENSMUSG00000118561.2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118534.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115663.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088995.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115558.2	16	9	5	7	2	1	11	5	0	0	0	16	3	0
ENSMUSG00000115581.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058953.4	0	14	2	2	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000115126.2	9	0	5	3	0	9	0	0	0	0	0	0	0	0
ENSMUSG00000115786.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115260.2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000058126.8	19	12	27	14	29	32	31	31	26	17	23	20	31	39
ENSMUSG00000086415.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115269.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115572.2	0	0	1	0	0	0	0	3	0	0	0	0	7	0
ENSMUSG00000115658.2	0	0	1	0	0	12	0	3	2	0	0	0	0	1
ENSMUSG00000103140.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115320.2	1	1	3	2	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000115309.2	2	0	2	0	0	1	4	1	0	0	0	0	0	1
ENSMUSG00000115372.2	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000114979.2	0	2	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00002076961.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000089726.3	31	0	24	45	59	61	49	52	101	56	34	84	71	46
ENSMUSG00000065508.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065403.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065416.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065442.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076256.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076062.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022112.15	7	0	7	0	16	2	3	1	0	0	3	0	3	0
ENSMUSG00000093551.2	0	0	1	0	0	0	0	0	1	0	0	0	2	0
ENSMUSG00000093589.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093497.2	0	0	0	0	0	2	0	0	0	0	0	0	1	0
ENSMUSG00000104296.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058571.12	4	3	8	0	1	4	14	0	0	0	0	0	0	8
ENSMUSG00000098648.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022129.5	2	9	10	0	1	12	0	0	0	0	0	0	5	2
ENSMUSG00000115689.2	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022130.11	69	91	90	63	75	117	85	81	106	60	69	155	62	102
ENSMUSG00000022131.4	45	26	62	49	24	90	47	58	77	106	115	59	86	49
ENSMUSG00000115774.2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061517.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090534.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098612.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092109.3	0	0	0	0	0	2	0	1	0	0	0	0	0	0
ENSMUSG00000088095.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115258.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096997.2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000099911.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115515.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000032849.15	98	90	95	81	86	138	91	67	103	114	66	85	95	108
ENSMUSG00000115075.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000064644.3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098433.3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000098630.2	4	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000088105.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022132.16	11	16	5	6	10	0	0	0	36	24	3	22	7	15
ENSMUSG00002076279.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042156.17	42	150	39	56	20	51	30	30	84	115	90	70	53	67
ENSMUSG00000115718.2	18	56	13	30	21	20	11	15	69	47	47	49	14	28
ENSMUSG00000022136.9	430	322	412	415	463	358	319	351	503	430	538	315	378	516
ENSMUSG00000115220.2	2	0	0	0	0	0	0	0	0	4	1	0	1	0
ENSMUSG00000042104.19	14	12	8	4	24	31	24	3	3	9	24	0	0	3
ENSMUSG00000087479.2	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSMUSG00000053465.7	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000115684.2	0	0	0	0	0	1	0	0	0	1	0	1	0	0
ENSMUSG00000115196.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100274.2	0	0	1	1	0	6	0	0	0	0	0	0	1	0
ENSMUSG00000115223.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000115639.2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044819.6	0	0	1	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000115133.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115146.2	5	0	2	0	0	0	2	1	0	0	0	1	0	0
ENSMUSG00000114983.2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022139.18	264	371	285	261	357	335	286	175	451	334	442	498	297	516
ENSMUSG00000097903.3	8	29	13	10	15	15	19	10	24	9	17	22	10	27
ENSMUSG00000051615.15	15	27	8	11	2	41	34	48	16	24	4	0	27	18
ENSMUSG00000115648.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000115630.2	0	0	0	1	0	0	0	0	0	1	1	1	0	0
ENSMUSG00000090284.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119265.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115835.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115163.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115028.2	0	0	0	2	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000030662.11	277	374	338	301	559	491	318	136	308	348	220	125	249	498
ENSMUSG00000025555.15	49	10	39	18	33	105	97	34	28	38	26	15	41	84
ENSMUSG00000085133.3	23	45	29	10	82	43	41	17	42	9	13	0	7	52
ENSMUSG00000063410.9	144	93	143	204	180	228	184	152	269	317	226	274	226	253
ENSMUSG00000115666.2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115123.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025557.11	0	3	1	1	0	0	1	0	0	0	2	0	1	0
ENSMUSG00000115390.2	1	0	0	0	0	0	0	1	0	0	3	0	1	0
ENSMUSG00000115408.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025558.20	159	61	116	98	120	75	62	60	151	91	135	54	119	140
ENSMUSG00000115443.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102112.2	40	63	47	39	41	42	47	35	68	51	80	47	69	64
ENSMUSG00000041765.7	595	570	619	637	770	805	675	767	810	876	719	734	802	784
ENSMUSG00000050350.9	413	519	376	582	683	553	563	560	732	467	634	625	598	547
ENSMUSG00000051212.9	762	843	615	817	866	567	352	576	986	650	964	865	992	789
ENSMUSG00000071229.4	2	0	0	0	0	0	11	0	2	19	0	0	0	1
ENSMUSG00000115121.2	0	0	3	0	0	0	0	0	0	0	0	3	0	0
ENSMUSG00000085615.3	0	3	6	3	12	0	1	4	1	6	8	0	2	7
ENSMUSG00000025544.14	532	467	631	448	682	637	714	594	850	811	475	589	644	899
ENSMUSG00000066538.6	1	0	1	1	1	0	0	2	4	7	3	0	0	0
ENSMUSG00000090674.2	2	0	0	0	2	2	0	3	2	0	3	0	0	0
ENSMUSG00000025545.11	27	9	26	22	31	23	16	3	34	26	41	2	31	64
ENSMUSG00000100585.2	0	0	0	0	0	1	1	3	0	0	0	0	0	0
ENSMUSG00000115263.2	0	5	0	3	1	2	0	0	8	7	0	1	0	0
ENSMUSG00000119874.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064052.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041703.8	0	0	2	0	2	2	0	6	0	0	0	15	2	1
ENSMUSG00000085555.10	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000061524.9	0	0	1	2	2	0	0	0	0	0	0	0	1	0
ENSMUSG00000075465.3	0	0	0	0	5	1	0	2	0	0	0	1	1	3
ENSMUSG00000093669.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000115652.2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000041650.16	69	36	67	82	72	45	60	45	47	118	110	55	104	108
ENSMUSG00000115256.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000115264.2	2	8	0	2	4	9	2	3	3	0	1	7	3	0
ENSMUSG00000041625.16	29	48	42	47	43	26	20	19	53	68	58	12	62	60
ENSMUSG00000075463.4	5	1	9	5	9	10	16	12	6	10	4	5	16	8
ENSMUSG00000041594.19	18	18	30	48	44	80	103	30	38	24	56	50	39	27
ENSMUSG00000085423.2	1	2	0	0	0	1	0	0	0	0	0	0	2	0
ENSMUSG00000115016.3	4	0	5	5	0	0	2	0	0	0	0	5	0	1
ENSMUSG00000115758.2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000197.9	20	31	32	13	9	32	9	13	0	0	7	9	4	5
ENSMUSG00000115674.2	1	0	7	0	0	7	0	1	0	0	0	0	0	0
ENSMUSG00000032925.17	18	1	8	3	2	0	89	3	5	0	9	0	11	18
ENSMUSG00000082793.3	1	1	0	1	0	2	1	2	0	0	1	1	1	1
ENSMUSG00000077481.3	0	0	1	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000025551.14	2	0	2	0	1	2	2	0	0	0	0	0	0	0
ENSMUSG00000101445.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000082738.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099994.2	3	0	4	0	1	0	0	2	0	0	0	0	0	0
ENSMUSG00000115472.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115191.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108568.2	1	7	0	0	0	0	0	0	0	1	0	1	0	1
ENSMUSG00000114970.2	2	0	6	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000115490.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115035.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115502.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115013.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115397.2	2	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000114999.2	3	0	1	0	4	0	0	1	0	1	2	0	0	2
ENSMUSG00000064373.14	306	421	318	310	386	367	251	371	689	1242	767	670	820	514
ENSMUSG00000091119.3	100	133	98	74	111	126	77	122	182	342	225	174	246	147
ENSMUSG00000055737.13	25	36	11	6	6	72	238	1	0	8	0	11	12	204
ENSMUSG00000080595.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098177.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075328.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000115843.2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000022184.9	9	4	2	9	14	8	23	9	3	16	18	2	29	14
ENSMUSG00000041935.11	121	107	188	166	204	160	156	113	176	184	159	272	129	164
ENSMUSG00000115206.2	0	0	0	0	1	0	0	0	1	0	1	0	0	1
ENSMUSG00000097662.2	7	54	11	10	9	0	2	2	0	21	2	0	0	1
ENSMUSG00000087221.4	29	36	25	20	27	18	20	16	27	25	42	25	39	18
ENSMUSG00000022186.15	184	171	256	215	199	267	232	121	394	245	440	131	314	316
ENSMUSG00000086297.2	1	0	0	1	2	2	1	1	3	0	4	0	2	0
ENSMUSG00000115032.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049148.9	2	0	4	9	0	14	1	0	0	0	0	0	1	0
ENSMUSG00000022181.17	2	2	4	2	0	1	3	5	1	1	0	4	2	0
ENSMUSG00000115259.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115415.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115205.2	1	2	4	2	2	2	1	0	2	2	0	0	2	2
ENSMUSG00000022155.10	7	6	18	7	1	11	3	1	0	0	0	0	0	2
ENSMUSG00000079105.5	6	4	5	1	0	1	0	3	0	0	0	7	0	0
ENSMUSG00000065714.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080720.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041849.8	236	219	241	204	191	188	188	240	421	381	401	407	311	299
ENSMUSG00000041841.9	589	516	619	576	539	569	474	348	685	660	773	597	698	772
ENSMUSG00000077737.3	4	2	8	8	7	11	10	6	11	4	16	9	10	11
ENSMUSG00000068706.4	6	7	8	14	12	15	14	8	3	6	4	5	10	11
ENSMUSG00000050697.10	90	61	107	85	110	191	161	113	131	98	74	75	105	132
ENSMUSG00000087532.2	0	8	1	2	3	2	1	0	3	2	0	7	1	5
ENSMUSG00000022151.17	62	54	63	50	53	82	95	65	61	112	70	112	68	83
ENSMUSG00000039942.16	138	82	129	159	201	350	285	452	242	129	110	147	140	98
ENSMUSG00000084024.2	0	0	0	2	0	7	0	4	3	0	0	0	7	0
ENSMUSG00000115748.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114998.2	0	0	0	0	1	0	3	0	0	0	3	0	1	0
ENSMUSG00000114992.2	0	0	1	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115116.2	0	1	0	1	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000110018.3	2	0	2	0	0	0	1	1	2	0	0	0	1	4
ENSMUSG00000115185.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076871.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115106.2	3	0	0	0	0	0	3	1	0	0	0	0	0	4
ENSMUSG00000115342.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115093.2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118903.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022150.17	9	43	19	4	8	168	49	33	4	5	40	18	94	107
ENSMUSG00000089771.2	0	0	1	1	2	2	2	0	0	0	0	0	0	0
ENSMUSG00000115132.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022149.19	3	0	11	3	2	1	5	5	2	0	1	0	3	2
ENSMUSG00002076063.1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000022148.17	621	586	683	645	932	812	599	725	843	714	852	820	767	820
ENSMUSG00000089647.3	99	76	114	101	148	170	103	150	143	122	120	137	143	137
ENSMUSG00000067547.7	7	9	11	9	6	11	7	5	15	12	10	8	19	11
ENSMUSG00000050310.10	221	154	214	237	153	379	259	217	487	488	496	438	440	344
ENSMUSG00000022146.13	14	9	10	5	11	30	30	9	4	0	12	7	0	26
ENSMUSG00000104334.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054263.13	89	19	394	56	252	14	100	28	4	6	78	5	11	32
ENSMUSG00000042961.14	5	0	1	5	3	0	1	0	0	0	0	0	1	0
ENSMUSG00000089966.2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090199.2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000115033.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103142.2	0	0	1	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000115497.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115765.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022144.5	0	2	8	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000039828.8	41	57	77	74	82	115	101	80	99	135	135	85	86	116
ENSMUSG00000116090.2	26	16	19	20	17	9	15	14	25	26	21	24	22	22
ENSMUSG00002076238.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022142.9	96	96	116	69	78	133	109	98	146	82	89	16	56	185
ENSMUSG00000039801.8	55	85	45	53	53	36	79	55	86	65	85	249	64	101
ENSMUSG00000064566.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022141.8	312	351	297	371	462	310	374	384	635	432	670	560	507	500
ENSMUSG00000115640.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115591.2	2	5	6	0	1	0	3	0	5	0	0	0	0	0
ENSMUSG00000115480.2	0	0	0	0	0	0	0	0	0	0	5	0	0	3
ENSMUSG00000095663.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000078850.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000115577.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005360.15	2	10	1	5	2	8	0	1	0	0	2	0	1	3
ENSMUSG00000103047.2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107028.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098190.2	2	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000048424.19	11	2	7	0	0	2	1	6	5	1	4	10	7	2
ENSMUSG00000022253.18	11	6	17	11	31	20	13	7	40	49	35	15	32	16
ENSMUSG00000054115.13	16	0	30	21	2	19	53	19	18	13	9	4	2	32
ENSMUSG00000039704.9	38	30	40	16	10	46	26	35	8	3	4	39	3	30
ENSMUSG00000115409.2	7	10	3	0	0	5	0	0	2	0	0	0	2	2
ENSMUSG00000072664.12	8	0	3	1	0	2	1	1	0	0	2	0	1	0
ENSMUSG00000049152.12	4	1	3	1	0	4	1	0	0	0	0	1	0	1
ENSMUSG00000115147.2	2	0	2	2	0	0	3	4	0	0	1	6	0	1
ENSMUSG00000039676.5	5	0	1	0	10	5	1	2	0	0	0	14	4	0
ENSMUSG00000118411.2	1	2	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000003882.6	974	1069	1077	986	838	552	423	622	1895	2423	2470	1470	2110	1820
ENSMUSG00000072663.13	33	11	26	14	30	24	26	18	8	33	21	103	1	21
ENSMUSG00002075823.1	1	0	0	1	0	0	0	2	0	0	0	0	9	0
ENSMUSG00000005268.21	26	22	24	36	0	18	1	6	3	0	0	19	12	12
ENSMUSG00000094814.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089678.9	2	0	1	1	0	4	1	2	0	0	0	0	0	0
ENSMUSG00000044224.17	19	26	8	12	21	19	6	11	5	53	10	36	19	21
ENSMUSG00000022247.13	111	71	140	87	109	153	111	84	142	157	132	83	155	215
ENSMUSG00000022248.15	32	1	48	48	42	73	37	15	39	59	50	49	24	54
ENSMUSG00000022249.15	1	0	8	3	0	4	1	7	0	0	2	0	0	0
ENSMUSG00000091615.3	2	1	0	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000052482.7	1	4	2	0	0	1	0	0	0	0	1	1	0	0
ENSMUSG00000022246.15	0	20	7	2	25	74	63	13	7	0	0	0	1	109
ENSMUSG00000115667.2	1	0	1	2	0	2	11	2	0	0	0	0	1	3
ENSMUSG00000096971.3	3	3	2	2	0	12	7	0	0	0	0	0	2	4
ENSMUSG00000115151.2	3	0	2	1	0	2	1	0	0	0	0	0	0	2
ENSMUSG00000115042.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115285.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058914.13	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000022244.8	7	13	6	14	5	2	17	8	19	23	31	22	20	13
ENSMUSG00000022243.11	3	0	1	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000060735.5	0	0	0	0	0	0	0	1	0	0	13	0	0	1
ENSMUSG00000047497.11	6	6	2	4	0	3	1	0	2	1	3	0	5	0
ENSMUSG00000089304.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000022241.7	264	127	357	294	402	560	556	269	247	171	275	293	249	470
ENSMUSG00000115076.2	0	0	0	0	0	0	1	0	0	0	1	0	1	0
ENSMUSG00000115804.2	1	3	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115585.2	5	2	3	0	0	0	2	0	0	0	0	0	1	0
ENSMUSG00000022206.8	3	0	2	5	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000115240.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099349.8	0	0	3	0	5	13	0	0	0	0	0	0	0	0
ENSMUSG00002075078.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000022205.16	686	578	871	751	893	836	557	583	614	500	611	602	589	608
ENSMUSG00000107344.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115441.2	1	0	0	0	0	2	0	0	0	0	0	0	0	0
