SRR8245064	SRR8245065	SRR8245066	SRR8245067	SRR8245068	SRR8245069	SRR8245070	SRR8245071	SRR8245072	SRR8245073	SRR8245074	SRR8245075	SRR8245076	SRR8245077
ENSMUSG00000085443.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108635.2	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076783.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085560.3	13	5	14	8	16	10	5	8	18	26	7	3	6	23
ENSMUSG00000087980.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018995.13	45	66	59	58	74	51	27	38	35	29	65	35	59	64
ENSMUSG00000004508.7	14	0	27	4	14	91	53	30	12	22	28	38	17	25
ENSMUSG00000035713.16	12	45	17	14	12	12	27	28	18	37	14	10	6	6
ENSMUSG00000044952.6	0	0	0	5	0	13	0	0	1	0	0	0	0	0
ENSMUSG00000035704.18	28	15	66	42	7	37	51	27	26	19	50	32	23	36
ENSMUSG00000030647.9	82	102	120	149	120	161	116	79	85	111	68	71	107	179
ENSMUSG00000083974.2	0	0	0	0	0	0	0	0	0	0	0	1	4	0
ENSMUSG00000035686.9	1	0	0	0	0	0	0	3	0	0	0	0	0	1
ENSMUSG00000051727.15	0	0	1	0	10	0	0	0	0	0	0	0	0	0
ENSMUSG00000025133.10	108	146	85	113	186	136	90	96	72	79	119	45	114	180
ENSMUSG00000065360.3	0	0	0	0	2	0	0	0	3	0	0	1	0	0
ENSMUSG00000035642.17	34	102	69	25	32	27	50	33	61	52	27	18	52	64
ENSMUSG00000035623.15	87	49	96	94	105	81	90	93	126	141	117	229	155	113
ENSMUSG00000108405.2	0	4	2	0	3	2	1	1	0	0	0	2	4	0
ENSMUSG00000108442.2	6	4	6	4	8	3	3	3	10	6	8	11	4	13
ENSMUSG00000086433.2	7	5	5	0	2	0	1	2	3	0	0	0	1	1
ENSMUSG00000086993.2	16	24	22	34	33	24	19	19	24	16	18	28	38	32
ENSMUSG00000108547.2	1	0	1	0	0	0	0	0	3	1	1	1	0	0
ENSMUSG00000025439.6	241	218	261	255	351	231	276	135	274	288	168	217	266	350
ENSMUSG00000042797.10	1	13	4	0	0	0	1	0	0	0	13	1	0	7
ENSMUSG00000030774.14	15	36	11	2	7	41	8	6	34	45	7	14	17	33
ENSMUSG00000108424.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035582.14	3	1	7	2	0	7	1	0	0	0	0	0	0	0
ENSMUSG00000030761.17	5	49	10	3	45	0	2	12	10	32	30	79	5	25
ENSMUSG00000035547.15	22	0	26	2	64	2	11	1	1	17	12	1	0	38
ENSMUSG00000074006.4	0	0	9	0	0	0	0	0	0	0	0	0	3	1
ENSMUSG00000097749.3	3	0	0	0	6	0	1	0	0	0	0	0	0	0
ENSMUSG00000074004.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030760.15	65	4	95	53	114	111	69	88	44	95	61	87	111	63
ENSMUSG00000049580.13	3	0	7	0	0	2	10	0	0	0	0	0	0	11
ENSMUSG00000108449.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108346.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074003.5	0	0	0	0	2	1	0	0	0	0	1	0	1	0
ENSMUSG00000108764.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108508.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090958.3	31	1	0	11	0	47	10	19	0	0	0	0	3	4
ENSMUSG00000065803.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055446.6	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000035401.10	211	100	153	178	244	329	230	169	320	274	348	242	247	273
ENSMUSG00000109101.2	0	0	0	0	0	1	0	1	3	0	0	0	0	0
ENSMUSG00000086477.4	6	0	2	3	6	2	1	5	1	1	9	0	12	5
ENSMUSG00000030753.16	62	17	24	36	73	50	39	40	40	54	75	89	73	51
ENSMUSG00000109149.2	2	6	1	2	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000108988.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015957.13	3	0	0	0	2	0	0	0	1	0	0	0	0	0
ENSMUSG00000091496.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035354.10	134	232	221	178	239	227	127	115	133	154	211	129	212	206
ENSMUSG00000109282.2	2	1	0	2	3	1	3	1	4	2	5	0	1	6
ENSMUSG00000109130.2	10	46	33	33	67	15	14	18	15	27	30	6	14	33
ENSMUSG00000089501.3	0	0	0	0	1	2	1	0	1	0	0	0	0	1
ENSMUSG00000109492.2	0	0	0	0	1	0	0	2	0	8	0	0	0	0
ENSMUSG00000109073.2	0	0	2	0	2	0	2	2	0	0	1	0	2	0
ENSMUSG00000109468.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000030747.6	8	0	15	18	11	26	5	0	2	26	34	0	2	4
ENSMUSG00000109052.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052396.8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000109472.2	1	2	1	0	1	1	1	1	1	3	2	1	4	2
ENSMUSG00000097015.3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055407.15	4	13	11	1	10	30	81	0	0	0	3	3	5	7
ENSMUSG00000109460.2	0	0	0	0	0	0	1	1	0	0	0	0	0	3
ENSMUSG00000070436.13	2	50	35	3	19	162	130	1	0	4	1	3	1	132
ENSMUSG00000035314.11	84	16	70	49	34	112	97	108	26	2	25	0	6	31
ENSMUSG00000035298.9	0	0	1	0	0	4	2	0	9	0	0	5	3	8
ENSMUSG00000030744.14	4876	4736	5184	4984	4962	4527	3501	3031	7134	6515	7046	6115	6796	7385
ENSMUSG00000064966.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065822.3	1	0	1	1	0	2	0	2	0	2	0	0	0	2
ENSMUSG00002076757.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018909.16	40	86	49	98	66	67	59	55	68	84	109	108	135	117
ENSMUSG00000065571.3	1	0	2	2	0	0	0	1	0	3	0	3	2	1
ENSMUSG00000108850.2	5	12	0	1	3	3	5	1	1	0	10	0	0	3
ENSMUSG00000096606.3	3	1	0	0	5	0	0	0	3	0	1	0	0	0
ENSMUSG00000097974.2	1	0	0	1	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000065698.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030737.18	0	0	0	0	1	1	1	1	0	0	0	0	0	0
ENSMUSG00000085095.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109559.2	0	0	0	0	9	0	0	3	8	0	0	0	0	0
ENSMUSG00000108965.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073998.3	0	0	0	0	1	0	0	0	0	0	0	11	0	0
ENSMUSG00000109275.2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073997.4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000053360.5	2	0	1	0	0	0	0	0	0	4	0	0	0	0
ENSMUSG00000035239.7	15	0	26	16	16	27	9	12	0	6	0	2	13	9
ENSMUSG00000035227.8	527	504	567	434	644	537	502	360	488	534	484	357	436	491
ENSMUSG00000035211.10	10	13	2	2	12	6	1	1	23	13	3	28	12	6
ENSMUSG00000109002.2	1	0	4	2	2	0	0	0	6	20	0	0	0	0
ENSMUSG00000108985.2	1	7	0	5	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000058761.6	62	60	13	31	133	54	63	84	103	59	43	43	56	56
ENSMUSG00000108823.2	0	0	0	2	0	2	2	0	2	0	0	0	1	1
ENSMUSG00000109384.2	1	6	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000030732.14	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000030726.17	115	68	135	154	150	117	128	118	120	164	137	325	164	184
ENSMUSG00000030725.5	4	0	0	0	7	11	10	0	0	0	1	0	0	15
ENSMUSG00000109186.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035165.15	1	1	0	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000109435.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030729.18	24	57	31	31	82	92	59	97	89	59	59	182	67	58
ENSMUSG00000089987.3	0	0	0	0	0	0	1	5	0	8	3	17	2	2
ENSMUSG00000051048.18	3	0	1	1	10	1	0	3	1	0	0	0	0	1
ENSMUSG00000030718.10	225	179	157	216	189	247	255	211	170	175	118	109	221	222
ENSMUSG00000047248.21	174	188	144	182	302	181	188	211	308	299	173	136	313	346
ENSMUSG00000109046.2	3	0	0	3	0	0	5	0	0	0	0	0	1	2
ENSMUSG00000099137.2	15	25	10	25	32	8	17	17	20	38	9	10	40	18
ENSMUSG00000102241.2	2	14	1	6	1	0	0	2	7	6	0	14	11	6
ENSMUSG00000032942.15	0	0	3	0	0	0	0	0	0	2	0	0	0	4
ENSMUSG00000033685.14	1648	1251	1369	1529	1861	1838	1121	1531	1363	1230	1746	1252	1461	1391
ENSMUSG00000030708.15	69	93	78	60	96	74	61	54	70	69	104	132	85	96
ENSMUSG00000109560.2	0	7	2	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000044881.8	14	35	31	18	39	18	9	13	5	12	5	19	25	21
ENSMUSG00000109123.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030706.18	116	80	108	92	100	134	117	77	118	102	138	84	151	130
ENSMUSG00000108990.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081359.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030704.15	204	163	155	164	242	340	377	197	236	320	159	233	326	296
ENSMUSG00000082210.2	0	0	0	1	0	1	0	0	5	1	0	0	3	1
ENSMUSG00000030701.18	8	23	8	12	4	6	8	17	18	8	3	8	5	11
ENSMUSG00000108866.2	0	0	0	3	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000029461.18	80	146	76	99	65	162	88	86	106	39	146	33	96	101
ENSMUSG00000109035.2	3	0	5	1	0	3	0	0	0	0	0	0	0	2
ENSMUSG00000097388.2	9	4	5	6	3	4	0	2	6	0	1	0	8	6
ENSMUSG00000109109.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000008318.11	142	172	143	199	155	131	88	92	99	183	136	295	129	136
ENSMUSG00000032875.9	1	2	10	0	0	1	10	0	0	0	1	0	0	5
ENSMUSG00000093296.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048779.6	6	0	9	0	0	18	5	2	0	17	24	26	4	3
ENSMUSG00000109132.2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032860.6	0	0	1	0	0	1	12	0	1	0	0	0	7	30
ENSMUSG00000108895.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000109171.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030691.16	132	88	110	133	167	89	76	72	273	184	134	384	182	186
ENSMUSG00000083121.4	5	8	6	11	3	9	4	5	4	9	11	5	13	11
ENSMUSG00000111425.2	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047767.18	260	165	200	263	230	267	253	332	313	251	280	690	356	271
ENSMUSG00000030688.16	5	11	5	1	5	13	18	29	7	3	7	14	7	6
ENSMUSG00000092364.3	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000110099.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110239.2	2	6	1	0	0	1	1	4	1	0	0	0	1	1
ENSMUSG00000032812.19	263	215	242	149	339	246	162	154	202	285	103	247	269	253
ENSMUSG00000109656.2	2	0	0	0	0	0	10	1	12	3	5	0	1	3
ENSMUSG00000030653.18	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000110195.2	14	19	13	11	30	16	21	11	54	32	33	49	54	44
ENSMUSG00000065446.3	0	1	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000110301.2	2	0	3	3	2	2	1	0	0	0	4	1	0	2
ENSMUSG00000092517.2	2	0	3	6	26	40	12	5	5	6	3	5	9	5
ENSMUSG00000067121.3	41	38	33	37	33	35	34	28	52	40	48	42	42	46
ENSMUSG00000030651.6	17	2	47	36	47	44	18	68	99	129	73	17	57	79
ENSMUSG00000001829.18	44	53	103	51	116	55	94	61	59	118	102	202	107	138
ENSMUSG00000110360.2	1	0	1	0	2	1	0	1	0	0	5	8	3	1
ENSMUSG00000007946.12	0	2	1	1	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000032737.14	34	16	18	25	43	15	66	26	18	12	21	17	10	36
ENSMUSG00000073985.3	5	0	3	2	2	3	10	4	3	6	7	1	0	13
ENSMUSG00000032725.11	1	0	0	1	1	0	8	0	0	9	10	0	1	6
ENSMUSG00000110295.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030649.19	34	5	65	81	59	60	52	46	55	91	58	49	66	43
ENSMUSG00002075134.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078630.9	26	0	46	46	54	60	34	43	44	63	56	29	61	40
ENSMUSG00000030842.13	151	137	166	154	167	263	219	172	204	172	178	260	206	284
ENSMUSG00000064307.14	1	11	5	2	0	6	1	1	11	17	9	0	6	5
ENSMUSG00000066306.14	398	535	527	414	544	489	441	470	707	731	650	445	672	719
ENSMUSG00000110150.2	1	0	0	0	2	0	0	2	0	0	3	0	0	0
ENSMUSG00000109872.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110287.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070427.5	45	52	45	41	20	38	20	57	90	56	31	27	66	109
ENSMUSG00000070426.13	116	130	100	121	128	178	141	121	98	142	40	126	74	123
ENSMUSG00000099481.7	14	18	14	18	28	10	11	33	20	36	27	4	29	24
ENSMUSG00000070425.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100254.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070424.13	0	17	0	0	0	0	0	0	0	10	4	0	0	1
ENSMUSG00000030996.9	2	0	0	0	0	0	0	0	0	9	0	0	0	4
ENSMUSG00000066279.4	0	0	0	0	0	0	1	0	0	8	0	0	0	0
ENSMUSG00000063550.9	308	280	255	272	362	407	340	408	417	389	488	321	431	469
ENSMUSG00000030990.19	96	102	62	72	108	96	88	41	86	75	92	76	64	98
ENSMUSG00000111339.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073982.12	484	546	389	474	566	663	521	626	632	621	594	763	594	586
ENSMUSG00000030987.6	368	576	299	375	300	542	446	556	564	907	600	544	615	517
ENSMUSG00000110175.2	2	0	1	0	0	0	0	5	0	0	0	0	0	0
ENSMUSG00000030978.11	301	291	314	317	360	394	284	289	218	139	202	21	134	337
ENSMUSG00000109940.2	0	0	0	0	0	0	0	2	0	0	0	0	0	5
ENSMUSG00000044814.7	0	0	0	1	0	0	3	0	4	0	0	0	0	0
ENSMUSG00000043925.8	1	0	10	0	1	0	0	0	0	0	0	0	0	2
ENSMUSG00000044824.10	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000109822.2	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000109906.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073979.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073978.9	4	0	7	1	4	2	1	0	0	0	0	0	0	0
ENSMUSG00000073977.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030966.14	12	1	14	18	13	28	16	25	17	18	32	12	11	24
ENSMUSG00000109756.2	0	6	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000073975.4	4	14	0	9	0	5	2	7	1	0	0	0	0	0
ENSMUSG00000073974.5	1	0	8	1	0	0	2	4	3	0	0	0	0	0
ENSMUSG00000073973.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000073972.3	7	6	5	0	2	9	1	1	0	0	0	6	0	2
ENSMUSG00000073971.4	1	0	0	2	0	0	3	2	0	0	1	0	0	1
ENSMUSG00000110251.2	5	5	2	5	8	1	1	8	5	6	3	8	3	6
ENSMUSG00000073970.2	7	1	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073969.4	9	9	2	2	0	0	0	1	0	0	0	0	0	2
ENSMUSG00000110352.2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073968.5	20	12	47	13	34	11	11	15	26	34	15	16	24	55
ENSMUSG00000109618.2	2	0	0	0	0	0	0	0	0	0	0	6	0	0
ENSMUSG00000073967.4	1	0	7	0	0	3	2	0	0	0	2	0	0	0
ENSMUSG00000070423.7	1	0	8	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000110376.2	0	0	1	0	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000066273.7	5	0	6	2	0	2	0	1	0	0	0	0	0	0
ENSMUSG00000066272.6	2	1	1	1	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000088888.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043366.17	1	0	2	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000110008.6	0	4	1	1	0	4	3	4	0	2	3	0	0	0
ENSMUSG00000073966.4	13	0	9	4	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000110122.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110074.2	0	0	1	1	0	0	0	0	0	5	0	0	0	0
ENSMUSG00000048469.7	1	0	3	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109596.2	1	0	3	0	1	0	0	0	0	0	1	0	2	0
ENSMUSG00000060888.5	0	0	3	1	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000110152.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109878.2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000073965.2	3	0	0	0	0	6	0	0	0	0	0	0	0	1
ENSMUSG00000062142.6	0	0	2	0	2	0	0	0	2	0	0	0	7	0
ENSMUSG00000073964.4	9	16	10	14	2	0	0	0	0	0	0	0	0	1
ENSMUSG00000043310.5	3	0	6	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000073963.4	0	0	3	0	0	0	2	3	1	0	0	0	0	0
ENSMUSG00000052785.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045824.7	2	24	4	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066269.8	1	0	0	0	0	0	0	0	1	0	0	0	2	0
ENSMUSG00000073962.10	3	0	4	2	3	1	0	2	1	0	1	4	0	0
ENSMUSG00000043354.3	4	2	2	0	2	4	1	4	2	0	0	0	0	0
ENSMUSG00000045792.3	2	12	4	0	0	6	0	0	0	0	0	0	0	0
ENSMUSG00000110033.2	2	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110143.2	1	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000109845.2	0	0	1	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000073961.5	0	0	0	0	1	2	0	2	0	0	0	0	0	0
ENSMUSG00000073960.2	1	0	1	4	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000073959.6	1	1	5	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000078080.7	1	0	2	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066268.7	6	0	16	10	1	6	5	6	4	0	0	0	0	2
ENSMUSG00000080891.5	9	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000082714.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084262.6	11	10	5	4	3	0	6	1	0	0	0	2	0	0
ENSMUSG00000083254.2	3	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051362.3	6	2	7	6	0	0	4	2	0	0	0	0	0	2
ENSMUSG00000084356.3	0	0	0	0	6	0	5	4	5	0	2	0	0	0
ENSMUSG00000057461.4	3	34	14	1	1	5	1	4	2	0	0	0	0	2
ENSMUSG00000073956.4	20	0	6	4	11	7	2	6	3	0	8	0	0	0
ENSMUSG00000073955.3	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073954.6	2	0	0	0	0	0	3	0	0	0	0	0	0	2
ENSMUSG00000083383.3	1	0	2	0	0	0	0	1	0	0	0	0	0	3
ENSMUSG00000057321.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00002076718.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076523.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00002074985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073953.5	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073952.6	0	0	6	2	0	8	3	0	0	0	0	0	0	0
ENSMUSG00000073951.5	3	0	3	0	0	1	6	0	0	0	1	0	2	0
ENSMUSG00000073950.7	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ENSMUSG00000045540.6	7	0	6	0	1	3	0	0	0	0	0	0	1	0
ENSMUSG00000109951.3	4	5	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082739.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059874.3	4	0	2	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000058976.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076059.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109659.4	4	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000073949.5	22	0	1	0	0	4	3	4	0	0	0	0	0	0
ENSMUSG00000081945.5	4	0	0	2	0	10	0	0	1	0	0	0	0	0
ENSMUSG00000073948.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046396.8	3	1	0	0	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000045584.5	4	0	1	0	6	0	0	0	0	0	2	0	0	1
ENSMUSG00000096584.3	2	0	1	0	0	0	5	0	0	0	0	0	0	0
ENSMUSG00000094119.4	0	1	0	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000078624.5	0	0	5	2	0	1	0	0	0	0	0	0	6	0
ENSMUSG00000073947.5	1	0	0	0	0	1	1	1	1	0	0	0	1	0
ENSMUSG00000047544.8	5	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000073946.6	2	21	6	7	0	14	0	2	0	0	3	0	0	0
ENSMUSG00002075901.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073945.3	6	2	9	8	0	0	3	1	0	0	0	0	13	1
ENSMUSG00000073944.7	4	7	5	4	0	3	0	0	0	0	1	0	4	0
ENSMUSG00000045132.4	13	0	21	28	0	21	4	1	1	0	0	0	3	7
ENSMUSG00000081315.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050085.6	1	0	1	0	0	2	0	0	0	0	0	0	0	2
ENSMUSG00000099687.4	5	6	2	2	0	4	0	1	0	0	2	4	1	3
ENSMUSG00000045780.4	1	0	7	1	0	4	1	2	0	1	0	1	0	0
ENSMUSG00000073943.5	0	9	2	0	0	0	0	6	0	0	0	0	0	1
ENSMUSG00000081038.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082077.2	0	2	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094822.3	7	0	8	0	0	12	2	0	2	10	5	0	0	0
ENSMUSG00000096516.4	2	2	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047545.6	4	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050281.5	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000058662.5	2	7	0	0	0	0	0	0	5	0	0	0	0	3
ENSMUSG00000061626.7	4	0	1	1	0	2	5	0	0	0	0	0	0	0
ENSMUSG00000047535.12	8	30	9	2	0	0	2	0	6	0	1	0	0	3
ENSMUSG00000073940.4	0	0	0	0	0	0	1	0	2	0	34	0	0	0
ENSMUSG00000052305.7	0	0	0	0	0	0	19	0	0	0	438	0	0	0
ENSMUSG00000083967.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083216.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078621.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052217.7	1	0	3	1	1	6	0	0	0	0	0	0	0	0
ENSMUSG00000085700.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000052187.5	0	0	2	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000058200.3	3	0	3	0	0	0	0	1	5	0	6	0	0	0
ENSMUSG00000083854.4	2	1	1	1	1	1	1	1	0	0	1	1	0	1
ENSMUSG00000063615.7	2	19	17	7	5	6	2	3	5	0	4	9	0	1
ENSMUSG00000110259.3	6	0	5	8	0	5	5	6	0	6	1	0	0	3
ENSMUSG00000042219.7	0	0	1	2	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000073938.4	4	0	0	0	0	5	0	0	1	0	0	0	0	0
ENSMUSG00000109837.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073937.3	2	4	8	3	0	0	3	0	0	1	4	0	8	0
ENSMUSG00000080751.2	3	0	3	0	0	16	2	0	0	0	0	0	0	0
ENSMUSG00000094520.5	9	0	21	3	6	0	4	2	9	9	8	26	11	4
ENSMUSG00000082281.2	2	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055621.9	1	0	2	2	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000084236.3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000094063.5	0	0	3	0	0	0	1	0	1	0	0	1	1	0
ENSMUSG00000109824.5	1	0	6	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000066263.11	1	0	4	0	0	0	4	0	0	0	0	0	0	0
ENSMUSG00000066262.5	41	7	5	8	5	8	9	1	0	0	2	13	9	2
ENSMUSG00000073932.3	0	0	0	0	0	0	0	1	1	0	0	0	1	0
ENSMUSG00000049797.5	0	0	1	0	0	0	0	0	5	0	0	0	0	0
ENSMUSG00000090219.4	9	0	2	3	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000110012.3	7	0	6	1	4	5	8	5	0	0	0	0	3	0
ENSMUSG00000051340.7	0	0	1	5	0	0	3	0	6	0	0	0	2	1
ENSMUSG00000073931.4	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055643.5	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000051618.6	0	0	0	0	0	4	0	0	1	0	0	0	0	0
ENSMUSG00000051437.5	0	0	2	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000044265.17	0	0	4	1	0	1	8	0	0	0	0	0	0	0
ENSMUSG00000083513.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
